USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
TN,47121,01639775,Meigs County,505410612,55964031,195.140,21.608,35.512203,-84.816102
TN,47123,01639776,Monroe County,1646324247,43852639,635.649,16.932,35.447818,-84.249705
TN,47125,01639777,Montgomery County,1396434035,12076781,539.166,4.663,36.500354,-87.380887
TN,47127,01648579,Moore County,334684869,3093435,129.223,1.194,35.288888,-86.358684
TN,47129,01639778,Morgan County,1352439653,823017,522.180,0.318,36.138697,-84.639262
TN,47131,01639779,Obion County,1411163263,27434034,544.853,10.592,36.358171,-89.149879
TN,47133,01639780,Overton County,1122721545,3492728,433.485,1.349,36.344850,-85.283076
TN,47135,01639781,Perry County,1074197591,21034746,414.750,8.122,35.663749,-87.869329
TN,47137,01648580,Pickett County,422113138,29822859,162.979,11.515,36.559364,-85.075741
TN,47139,01639782,Polk County,1125699133,19830460,434.635,7.657,35.109437,-84.541112
TN,47141,01639783,Putnam County,1038860606,3777709,401.106,1.459,36.140940,-85.496180
TN,47143,01639784,Rhea County,816823241,54463143,315.377,21.028,35.600587,-84.949552
TN,47145,01639785,Roane County,934284686,88700776,360.729,34.248,35.847249,-84.523942
TN,47147,01639786,Robertson County,1233581151,451691,476.288,0.174,36.527530,-86.869377
TN,47149,01639787,Rutherford County,1604151408,12142906,619.366,4.688,35.843369,-86.417213
TN,47151,01639788,Scott County,1378656638,2414254,532.302,0.932,36.435276,-84.503528
TN,47153,01652643,Sequatchie County,688550867,498314,265.851,0.192,35.372358,-85.410322
TN,47155,01639789,Sevier County,1534562013,13491050,592.498,5.209,35.801810,-83.515696
TN,47157,01639790,Shelby County,1977687718,55517852,763.590,21.436,35.183794,-89.895397
TN,47159,01639791,Smith County,814016768,28694080,314.294,11.079,36.255650,-85.942078
TN,47161,01639792,Stewart County,1189647479,87249819,459.325,33.687,36.458464,-87.811889
TN,47163,01639793,Sullivan County,1070732771,42201523,413.412,16.294,36.510213,-82.299396
TN,47165,01639794,Sumner County,1371067660,35857194,529.372,13.845,36.473443,-86.459798
TN,47167,01639795,Tipton County,1187267190,38609225,458.406,14.907,35.500259,-89.766803
TN,47169,01648581,Trousdale County,296143573,5960720,114.342,2.301,36.393030,-86.156691
TN,47171,01648582,Unicoi County,482151702,823118,186.160,0.318,36.100126,-82.418214
TN,47173,01648583,Union County,579031092,61051992,223.565,23.572,36.284140,-83.836088
TN,47175,01648584,Van Buren County,708142422,2893455,273.415,1.117,35.699234,-85.458409
TN,47177,01639796,Warren County,1120619142,3524889,432.673,1.361,35.678250,-85.777343
TN,47179,01639797,Washington County,845537370,8635315,326.464,3.334,36.295665,-82.495037
TN,47181,01639798,Wayne County,1901315006,4023416,734.102,1.553,35.242847,-87.819843
TN,47183,01639799,Weakley County,1503105587,3709396,580.352,1.432,36.303386,-88.720803
TN,47185,01639800,White County,975592097,7113368,376.678,2.746,35.927049,-85.455785
TN,47187,01639801,Williamson County,1508923180,3012752,582.599,1.163,35.894845,-86.897886
TN,47189,01639802,Wilson County,1479053208,32002363,571.066,12.356,36.148476,-86.290210
TX,48001,01383786,Anderson County,2752129268,39880658,1062.603,15.398,31.841261,-95.661726
TX,48003,01383787,Andrews County,3886850342,957039,1500.721,0.370,32.312258,-102.640206
TX,48005,01383788,Angelina County,2066240089,173339579,797.780,66.927,31.251951,-94.611056
TX,48007,01383789,Aransas County,652895604,714500539,252.084,275.870,28.104225,-96.977983
TX,48009,01383790,Archer County,2339055660,57765519,903.114,22.303,33.616305,-98.687267
TX,48011,01383791,Armstrong County,2354581675,12219587,909.109,4.718,34.964179,-101.356636
TX,48013,01383792,Atascosa County,3158596663,4995711,1219.541,1.929,28.891408,-98.535381
TX,48015,01383793,Austin County,1674405635,25606133,646.492,9.887,29.891901,-96.270170
TX,48017,01383794,Bailey County,2141847186,1775275,826.972,0.685,34.067521,-102.830345
TX,48019,01383795,Bandera County,2048666849,17288354,790.995,6.675,29.756389,-99.248285
TX,48021,01383796,Bastrop County,2300355846,19105699,888.172,7.377,30.100771,-97.310643
TX,48023,01383797,Baylor County,2246768188,86991036,867.482,33.587,33.618802,-99.208189
TX,48025,01383798,Bee County,2279809512,246409,880.239,0.095,28.416077,-97.742586
TX,48027,01383799,Bell County,2722143949,95339601,1051.026,36.811,31.042312,-97.481404
TX,48029,01383800,Bexar County,3211269024,41953084,1239.878,16.198,29.448671,-98.520147
TX,48031,01383801,Blanco County,1836948441,10818221,709.250,4.177,30.266456,-98.399217
TX,48033,01383802,Borden County,2324366073,22297610,897.443,8.609,32.738590,-101.439199
TX,48035,01383803,Bosque County,2545904359,50670002,982.979,19.564,31.900819,-97.637641
TX,48037,01383804,Bowie County,2292153750,98319961,885.006,37.962,33.446062,-94.422393
TX,48039,01383805,Brazoria County,3516716953,649539534,1357.812,250.789,29.167817,-95.434647
TX,48041,01383806,Brazos County,1516484053,14812378,585.518,5.719,30.656713,-96.302394
TX,48043,01383807,Brewster County,16015870002,22063764,6183.762,8.519,29.808997,-103.252458
TX,48045,01383808,Briscoe County,2330991086,4068657,900.001,1.571,34.525172,-101.205893
TX,48047,01383809,Brooks County,2443277015,741627,943.355,0.286,27.034994,-98.215276
TX,48049,01383810,Brown County,2446081828,32417771,944.438,12.517,31.764103,-98.998470
TX,48051,01383811,Burleson County,1706884611,46050752,659.032,17.780,30.493487,-96.622091
TX,48053,01383812,Burnet County,2575134228,69922922,994.265,26.997,30.789630,-98.201187
TX,48055,01383813,Caldwell County,1412134810,4975940,545.228,1.921,29.832399,-97.628141
TX,48057,01383814,Calhoun County,1312707024,1361884769,506.839,525.827,28.441719,-96.579574
TX,48059,01383815,Callahan County,2329363245,4898783,899.372,1.891,32.293150,-99.372249
TX,48061,01383816,Cameron County,2307891059,998035120,891.082,385.344,26.102923,-97.478958
TX,48063,01383817,Camp County,507184765,19186958,195.825,7.408,32.974581,-94.979085
TX,48065,01383818,Carson County,2383359749,10064086,920.220,3.886,35.405496,-101.355356
TX,48067,01383819,Cass County,2426724487,60499731,936.964,23.359,33.083698,-94.357579
TX,48069,01383820,Castro County,2316573414,12584396,894.434,4.859,34.533621,-102.258786
TX,48071,01383821,Chambers County,1546603410,709759577,597.147,274.040,29.696374,-94.669445
TX,48073,01383822,Cherokee County,2727190094,23873001,1052.974,9.217,31.843872,-95.156345
TX,48075,01383823,Childress County,1803680231,44835076,696.405,17.311,34.529337,-100.208336
TX,48077,01383824,Clay County,2819787559,72591143,1088.726,28.028,33.785904,-98.212917
TX,48079,01383825,Cochran County,2007453829,229068,775.082,0.088,33.608440,-102.830449
TX,48081,01383826,Coke County,2360696270,42788774,911.470,16.521,31.877105,-100.635236
TX,48083,01383827,Coleman County,3268424413,50472148,1261.946,19.487,31.914205,-99.346622
TX,48085,01383828,Collin County,2179048311,116061348,841.335,44.812,33.194737,-96.579707
TX,48087,01383829,Collingsworth County,2378749932,2279193,918.441,0.880,34.963358,-100.272135
TX,48089,01383830,Colorado County,2487151628,34682260,960.295,13.391,29.596296,-96.508935
TX,48091,01383831,Comal County,1449127325,39800429,559.511,15.367,29.805491,-98.260544
TX,48093,01383832,Comanche County,2428770452,25718009,937.754,9.930,31.951645,-98.549617
TX,48095,01383833,Concho County,2547913999,25740027,983.755,9.938,31.318865,-99.863648
TX,48097,01383834,Cooke County,2265775274,61333916,874.821,23.681,33.639196,-97.210343
TX,48099,01383835,Coryell County,2725199222,11781488,1052.205,4.549,31.391177,-97.798022
TX,48101,01383836,Cottle County,2332448739,2723996,900.564,1.052,34.091906,-100.276442
TX,48103,01383837,Crane County,2033319713,1695980,785.069,0.655,31.422796,-102.487774
TX,48105,01383838,Crockett County,7270935065,53329,2807.324,0.021,30.717532,-101.404211
TX,48107,01383839,Crosby County,2331503437,3873557,900.199,1.496,33.609144,-101.298710
TX,48109,01383840,Culberson County,9873439554,556134,3812.156,0.215,31.445908,-104.526945
TX,48111,01383841,Dallam County,3893093452,5182189,1503.132,2.001,36.286370,-102.594020
TX,48113,01383842,Dallas County,2261231972,92085898,873.067,35.555,32.766987,-96.778424
TX,48115,01383843,Dawson County,2331781557,4720730,900.306,1.823,32.741934,-101.947322
TX,48117,01383845,Deaf Smith County,3876750572,3926557,1496.822,1.516,34.940766,-102.607564
TX,48119,01383846,Delta County,665174299,54666016,256.825,21.107,33.385933,-95.673350
TX,48121,01383847,Denton County,2275390903,192621990,878.533,74.372,33.205132,-97.121140
TX,48123,01383844,DeWitt County,2354237949,3919919,908.976,1.513,29.082346,-97.361654
TX,48125,01383848,Dickens County,2335454690,9057848,901.724,3.497,33.615363,-100.787617
TX,48127,01383849,Dimmit County,3441795365,14576538,1328.885,5.628,28.423587,-99.765871
TX,48129,01383850,Donley County,2400623972,15954005,926.886,6.160,34.955036,-100.815846
TX,48131,01383851,Duval County,4645085815,5478267,1793.478,2.115,27.681123,-98.497393
TX,48133,01383852,Eastland County,2399599307,14047795,926.491,5.424,32.324645,-98.836560
TX,48135,01383853,Ector County,2325100483,10596946,897.726,4.092,31.865301,-102.542507
TX,48137,01383854,Edwards County,5485259829,5199800,2117.871,2.008,29.985877,-100.307373
TX,48139,01383856,Ellis County,2423345826,41669402,935.659,16.089,32.346878,-96.796940
TX,48141,01383855,El Paso County,2624144487,5443531,1013.188,2.102,31.766403,-106.241390
TX,48143,01383857,Erath County,2805191670,17394954,1083.091,6.716,32.238136,-98.222377
TX,48145,01383858,Falls County,1982595592,21643268,765.484,8.357,31.251930,-96.934127
TX,48147,01383859,Fannin County,2307244931,20853016,890.832,8.051,33.591161,-96.104988
TX,48149,01383860,Fayette County,2460509745,25381859,950.008,9.800,29.877886,-96.921231
TX,48151,01383861,Fisher County,2328246699,7283897,898.941,2.812,32.740473,-100.403120
TX,48153,01383862,Floyd County,2569637276,983737,992.143,0.380,34.073730,-101.303274
TX,48155,01383863,Foard County,1824378633,8514740,704.397,3.288,33.963306,-99.816828
TX,48157,01383864,Fort Bend County,2232232875,60814626,861.870,23.481,29.526602,-95.771015
TX,48159,01383865,Franklin County,736570307,26874743,284.391,10.376,33.175846,-95.219066
TX,48161,01383866,Freestone County,2273311879,36936952,877.731,14.261,31.701260,-96.144487
TX,48163,01383867,Frio County,2935753508,2193620,1133.501,0.847,28.869334,-99.108788
TX,48165,01383868,Gaines County,3891105277,1262946,1502.364,0.488,32.743942,-102.631561
TX,48167,01383869,Galveston County,981463489,1281660465,378.945,494.852,29.228366,-94.895426
TX,48169,01383870,Garza County,2313930840,7215530,893.414,2.786,33.183792,-101.301134
TX,48171,01383871,Gillespie County,2740756112,8982900,1058.212,3.468,30.325088,-98.941851
TX,48173,01383872,Glasscock County,2331552973,2245301,900.218,0.867,31.868006,-101.521494
TX,48175,01383873,Goliad County,2206698586,19050015,852.011,7.355,28.660700,-97.430415
TX,48177,01383874,Gonzales County,2762704869,8204086,1066.686,3.168,29.461917,-97.491861
TX,48179,01383875,Gray County,2398261671,8700791,925.974,3.359,35.402542,-100.812374
TX,48181,01383876,Grayson County,2415996248,120112400,932.821,46.376,33.624524,-96.675693
TX,48183,01383877,Gregg County,708030601,6227994,273.372,2.405,32.486397,-94.816276
TX,48185,01383878,Grimes County,2039539026,36603914,787.470,14.133,30.543231,-95.988082
TX,48187,01383879,Guadalupe County,1842193126,9105135,711.275,3.516,29.583532,-97.946771
TX,48189,01383880,Hale County,2602115387,246678,1004.682,0.095,34.068436,-101.822888
TX,48191,01383881,Hall County,2288233622,53366404,883.492,20.605,34.453189,-100.576343
TX,48193,01383882,Hamilton County,2165008339,1238628,835.914,0.478,31.707342,-98.111756
TX,48195,01383883,Hansford County,2382296647,1548341,919.810,0.598,36.272847,-101.356930
TX,48197,01383884,Hardeman County,1800337387,4548860,695.114,1.756,34.289904,-99.745697
TX,48199,01383885,Hardin County,2306607884,18042331,890.586,6.966,30.329648,-94.393178
TX,48201,01383886,Harris County,4415561579,188066851,1704.858,72.613,29.857273,-95.393037
TX,48203,01383887,Harrison County,2330820877,40969486,899.935,15.818,32.547991,-94.374434
TX,48205,01383888,Hartley County,3786435542,3023182,1461.951,1.167,35.840244,-102.610047
TX,48207,01383889,Haskell County,2339103809,18465208,903.133,7.129,33.175965,-99.730773
TX,48209,01383890,Hays County,1755978762,5037780,677.987,1.945,30.061225,-98.029267
TX,48211,01383891,Hemphill County,2347270020,15205585,906.286,5.871,35.815956,-100.279210
TX,48213,01383892,Henderson County,2263039163,193233424,873.764,74.608,32.211633,-95.853418
TX,48215,01383893,Hidalgo County,4068610438,31102594,1570.899,12.009,26.396384,-98.180990
TX,48217,01383894,Hill County,2483455057,69547484,958.867,26.852,31.982681,-97.130668
TX,48219,01383895,Hockley County,2352723913,446119,908.392,0.172,33.605932,-102.343398
TX,48221,01383896,Hood County,1089485886,41920086,420.653,16.185,32.430149,-97.831677
TX,48223,01383897,Hopkins County,1987018121,66250826,767.192,25.580,33.148959,-95.565194
TX,48225,01383898,Houston County,3188288247,14426022,1231.005,5.570,31.323036,-95.421600
TX,48227,01383899,Howard County,2333039139,8841781,900.791,3.414,32.303471,-101.438772
TX,48229,01383900,Hudspeth County,11837605523,2189943,4570.525,0.846,31.450868,-105.377549
TX,48231,01383901,Hunt County,2176416248,108012306,840.319,41.704,33.123292,-96.084202
TX,48233,01383902,Hutchinson County,2298408146,19507501,887.420,7.532,35.837047,-101.362746
TX,48235,01383903,Irion County,2723485995,176317,1051.544,0.068,31.303424,-100.981304
TX,48237,01383904,Jack County,2358612572,24503194,910.665,9.461,33.232093,-98.171609
TX,48239,01383905,Jackson County,2148246647,71039573,829.443,27.429,28.959802,-96.589080
TX,48241,01383906,Jasper County,2431105375,80399908,938.655,31.043,30.752932,-94.022294
TX,48243,01383907,Jeff Davis County,5865172197,206206,2264.556,0.080,30.621957,-104.191304
TX,48245,01383908,Jefferson County,2269631416,612122543,876.310,236.342,29.854000,-94.149331
TX,48247,01383909,Jim Hogg County,2942674728,92565,1136.173,0.036,27.041212,-98.700127
TX,48249,01383910,Jim Wells County,2240778098,8739522,865.169,3.374,27.733516,-98.090814
TX,48251,01383911,Johnson County,1877222092,25004302,724.800,9.654,32.379821,-97.364959
TX,48253,01383912,Jones County,2404946726,22227413,928.555,8.582,32.743709,-99.874430
TX,48255,01383913,Karnes County,1936189586,15490412,747.567,5.981,28.908996,-97.852205
TX,48257,01383914,Kaufman County,2021959940,69765358,780.683,26.937,32.598944,-96.288378
TX,48259,01383915,Kendall County,1715747531,1496797,662.454,0.578,29.943525,-98.709269
TX,48261,01383916,Kenedy County,3777375503,1262209501,1458.453,487.342,26.890213,-97.591143
TX,48263,01383917,Kent County,2337482011,1065195,902.507,0.411,33.184780,-100.769720
TX,48265,01383918,Kerr County,2857602004,10247343,1103.326,3.957,30.059953,-99.353339
TX,48267,01383919,Kimble County,3240036002,493584,1250.985,0.191,30.479472,-99.746396
TX,48269,01383920,King County,2359148815,6398045,910.872,2.470,33.614268,-100.245345
TX,48271,01383921,Kinney County,3522525623,13124946,1360.055,5.068,29.347086,-100.417700
TX,48273,01383922,Kleberg County,2282572442,541041664,881.306,208.897,27.438735,-97.660620
TX,48275,01383923,Knox County,2203109043,12577261,850.625,4.856,33.616657,-99.747112
TX,48277,01383925,Lamar County,2349622229,67103153,907.194,25.909,33.667263,-95.570348
TX,48279,01383926,Lamb County,2631897575,3973764,1016.181,1.534,34.068861,-102.348018
TX,48281,01383927,Lampasas County,1846250635,2833490,712.841,1.094,31.196731,-98.240889
TX,48283,01383924,La Salle County,3850545746,19503743,1486.704,7.530,28.351098,-99.096774
TX,48285,01383928,Lavaca County,2511535247,1882216,969.709,0.727,29.382578,-96.923633
TX,48287,01383929,Lee County,1629205100,13106452,629.040,5.060,30.321078,-96.976321
TX,48289,01383930,Leon County,2779462016,19328383,1073.156,7.463,31.300493,-95.995622
TX,48291,01383931,Liberty County,3000343679,46378363,1158.439,17.907,30.158451,-94.844078
TX,48293,01383932,Limestone County,2344685542,72197849,905.288,27.876,31.547543,-96.593623
TX,48295,01383933,Lipscomb County,2414327231,298741,932.177,0.115,36.280200,-100.272683
TX,48297,01383934,Live Oak County,2692796907,101483817,1039.695,39.183,28.351535,-98.126961
TX,48299,01383935,Llano County,2419183499,82373072,934.052,31.804,30.707584,-98.684690
TX,48301,01383936,Loving County,1732059386,20151852,668.752,7.781,31.844936,-103.561229
TX,48303,01383937,Lubbock County,2319585355,13217278,895.597,5.103,33.611469,-101.819944
TX,48305,01383938,Lynn County,2309924845,4169719,891.867,1.610,33.178412,-101.818493
TX,48307,01383945,McCulloch County,2759894991,20284774,1065.601,7.832,31.205477,-99.359856
TX,48309,01383946,McLennan County,2686101576,59883892,1037.110,23.121,31.549493,-97.201472
TX,48311,01383947,McMullen County,2952065876,43985815,1139.799,16.983,28.384922,-98.578853
TX,48313,01383939,Madison County,1207103466,16493254,466.065,6.368,30.966878,-95.930372
TX,48315,01383940,Marion County,986503063,102126745,380.891,39.431,32.798182,-94.356853
TX,48317,01383941,Martin County,2369724595,1931832,914.956,0.746,32.309830,-101.961836
TX,48319,01383942,Mason County,2405588905,8833381,928.803,3.411,30.703229,-99.237613
TX,48321,01383943,Matagorda County,2830586532,1345801461,1092.896,519.617,28.774760,-96.001532
TX,48323,01383944,Maverick County,3313819221,31869807,1279.473,12.305,28.729787,-100.316678
TX,48325,01383948,Medina County,3432663415,23762579,1325.359,9.175,29.353661,-99.111085
TX,48327,01383949,Menard County,2336237920,613559,902.027,0.237,30.884392,-99.853962
TX,48329,01383950,Midland County,2331647582,4520751,900.254,1.745,31.870896,-102.024326
TX,48331,01383951,Milam County,2633655687,12720745,1016.860,4.912,30.791242,-96.984395
TX,48333,01383952,Mills County,1937987426,3902625,748.261,1.507,31.494888,-98.594623
TX,48335,01383953,Mitchell County,2359710934,12489774,911.090,4.822,32.304117,-100.924392
TX,48337,01383954,Montague County,2411034614,19087361,930.906,7.370,33.678356,-97.725014
TX,48339,01383955,Montgomery County,2698558980,90549610,1041.919,34.961,30.300611,-95.494719
TX,48341,01383956,Moore County,2330188757,25718180,899.691,9.930,35.835676,-101.890502
TX,48343,01383957,Morris County,652637706,17393789,251.985,6.716,33.116466,-94.731265
TX,48345,01383958,Motley County,2562963901,644140,989.566,0.249,34.057899,-100.793152
TX,48347,01383959,Nacogdoches County,2451523996,89731152,946.539,34.645,31.620560,-94.620250
TX,48349,01383960,Navarro County,2614935353,197626174,1009.632,76.304,32.048448,-96.476909
TX,48351,01383961,Newton County,2418212546,15672146,933.677,6.051,30.786718,-93.739250
TX,48353,01383962,Nolan County,2362061739,5052158,911.997,1.951,32.312338,-100.418108
TX,48355,01383963,Nueces County,2171223718,847262030,838.314,327.130,27.738737,-97.518660
TX,48357,01383964,Ochiltree County,2376792102,1331778,917.685,0.514,36.278744,-100.815864
TX,48359,01383965,Oldham County,3886339146,2337689,1500.524,0.903,35.401921,-102.597620
TX,48361,01383966,Orange County,864488646,118488848,333.781,45.749,30.122323,-93.894100
TX,48363,01383967,Palo Pinto County,2466313772,86141064,952.249,33.259,32.752204,-98.317967
TX,48365,01383968,Panola County,2101400692,25810622,811.355,9.966,32.163978,-94.305156
TX,48367,01383969,Parker County,2339995721,17138387,903.477,6.617,32.777096,-97.805905
TX,48369,01383970,Parmer County,2281312151,11355762,880.820,4.384,34.532163,-102.784853
TX,48371,01383971,Pecos County,12338274941,2532275,4763.835,0.978,30.770894,-102.719860
TX,48373,01383972,Polk County,2737733226,136271621,1057.045,52.615,30.784553,-94.837338
TX,48375,01383973,Potter County,2352751873,35190086,908.403,13.587,35.398675,-101.893804
TX,48377,01383974,Presidio County,9985057447,1773188,3855.252,0.685,30.005891,-104.261619
TX,48379,01383975,Rains County,594280566,76080004,229.453,29.375,32.870580,-95.795440
TX,48381,01383976,Randall County,2361843607,27235708,911.913,10.516,34.962529,-101.895547
TX,48383,01383977,Reagan County,3044049124,1792716,1175.314,0.692,31.375191,-101.514395
TX,48385,01383978,Real County,1810812906,2346258,699.159,0.906,29.830097,-99.812549
TX,48387,01383979,Red River County,2703626758,33305608,1043.876,12.859,33.619625,-95.048429
TX,48389,01383980,Reeves County,6825534308,17396681,2635.354,6.717,31.308366,-103.712706
TX,48391,01383981,Refugio County,1995545559,123687613,770.484,47.756,28.312716,-97.161366
TX,48393,01383982,Roberts County,2393298446,346846,924.058,0.134,35.836216,-100.807555
TX,48395,01383983,Robertson County,2216211613,25046151,855.684,9.670,31.025481,-96.514941
TX,48397,01383984,Rockwall County,329204956,56076993,127.107,21.651,32.898677,-96.404402
TX,48399,01383985,Runnels County,2721934016,15930084,1050.945,6.151,31.845112,-99.982715
TX,48401,01383986,Rusk County,2393244478,37217197,924.037,14.370,32.109423,-94.756382
TX,48403,01383987,Sabine County,1272739767,220719716,491.408,85.220,31.343300,-93.851913
TX,48405,01383988,San Augustine County,1374395181,159644687,530.657,61.639,31.382449,-94.163180
TX,48407,01383989,San Jacinto County,1474332261,151949236,569.243,58.668,30.574388,-95.163136
TX,48409,01383990,San Patricio County,1795990941,37577388,693.436,14.509,28.011794,-97.517157
TX,48411,01383991,San Saba County,2940440305,8072142,1135.310,3.117,31.155138,-98.819292
TX,48413,01383992,Schleicher County,3394546071,87401,1310.642,0.034,30.896233,-100.527216
TX,48415,01383993,Scurry County,2345090493,5436958,905.445,2.099,32.744353,-100.913346
TX,48417,01383994,Shackelford County,2367989256,3268209,914.286,1.262,32.743820,-99.347005
TX,48419,01383995,Shelby County,2060566167,101081674,795.589,39.028,31.790139,-94.142579
TX,48421,01383996,Sherman County,2390651189,428754,923.036,0.166,36.278593,-101.899265
TX,48423,01383997,Smith County,2386701624,73066275,921.511,28.211,32.375106,-95.268743
TX,48425,01383998,Somervell County,482937181,14222690,186.463,5.491,32.218071,-97.769217
TX,48427,01383999,Starr County,3168019244,15346370,1223.179,5.925,26.530903,-98.740235
TX,48429,01384000,Stephens County,2322492641,64152295,896.719,24.769,32.736306,-98.836119
TX,48431,01384001,Sterling County,2391722776,167451,923.449,0.065,31.835773,-101.054911
TX,48433,01384002,Stonewall County,2373238706,10177387,916.313,3.930,33.179580,-100.253807
TX,48435,01384003,Sutton County,3765674653,1277066,1453.935,0.493,30.517680,-100.505270
TX,48437,01384004,Swisher County,2305502705,27277987,890.160,10.532,34.526319,-101.743862
TX,48439,01384005,Tarrant County,2236843325,100091246,863.650,38.645,32.772119,-97.291224
TX,48441,01384006,Taylor County,2371267400,9721167,915.552,3.753,32.297327,-99.890179
TX,48443,01384007,Terrell County,6107235409,105866,2358.017,0.041,30.232343,-102.072513
TX,48445,01384008,Terry County,2302083227,5443861,888.839,2.102,33.171229,-102.339284
TX,48447,01384009,Throckmorton County,2363499442,7586186,912.552,2.929,33.170695,-99.205796
TX,48449,01384010,Titus County,1051683607,50727822,406.057,19.586,33.214599,-94.966783
TX,48451,01384011,Tom Green County,3941937698,48105043,1521.991,18.573,31.398823,-100.463788
TX,48453,01384012,Travis County,2568730997,80934469,991.793,31.249,30.239513,-97.691270
TX,48455,01384013,Trinity County,1796490522,52677468,693.629,20.339,31.096675,-95.151687
TX,48457,01384014,Tyler County,2394430925,28821288,924.495,11.128,30.769295,-94.375656
TX,48459,01384015,Upshur County,1509791538,24997458,582.934,9.652,32.735349,-94.941184
TX,48461,01384016,Upton County,3215010601,464309,1241.323,0.179,31.353816,-102.041546
TX,48463,01384017,Uvalde County,4019519701,17321922,1551.945,6.688,29.350308,-99.768427
TX,48465,01384018,Val Verde County,8144863674,227711349,3144.750,87.920,29.875285,-101.143324
TX,48467,01384019,Van Zandt County,2182235683,44142175,842.566,17.043,32.558787,-95.836906
TX,48469,01384020,Victoria County,2284644914,17425945,882.106,6.728,28.796370,-96.971198
TX,48471,01384021,Walker County,2031033550,44852079,784.186,17.317,30.743163,-95.569825
TX,48473,01384022,Waller County,1329535289,11622560,513.336,4.487,30.013578,-95.982102
TX,48475,01384023,Ward County,2164201089,624206,835.603,0.241,31.513069,-103.105113
TX,48477,01384024,Washington County,1564249679,46077120,603.960,17.790,30.215075,-96.410272
TX,48479,01384025,Webb County,8706186702,36555096,3361.478,14.114,27.760799,-99.340752
TX,48481,01384026,Wharton County,2813116856,21288266,1086.151,8.219,29.278480,-96.229674
TX,48483,01384027,Wheeler County,2368603567,2481258,914.523,0.958,35.392593,-100.253107
TX,48485,01384028,Wichita County,1625943418,13820243,627.780,5.336,33.991103,-98.716851
TX,48487,01384029,Wilbarger County,2514536081,18196245,970.868,7.026,34.084920,-99.242440
TX,48489,01384030,Willacy County,1529611927,501715022,590.586,193.713,26.480381,-97.583256
TX,48491,01384031,Williamson County,2896469326,41640329,1118.333,16.077,30.649030,-97.605069
TX,48493,01384032,Wilson County,2081662844,12111367,803.735,4.676,29.173883,-98.086734
TX,48495,01384033,Winkler County,2178481652,414369,841.117,0.160,31.831415,-103.055986
TX,48497,01384034,Wise County,2342363528,47038989,904.392,18.162,33.219095,-97.653997
TX,48499,01384035,Wood County,1671154350,130748983,645.236,50.482,32.783588,-95.382166
TX,48501,01384036,Yoakum County,2071252515,34329,799.715,0.013,33.162398,-102.832242
TX,48503,01384037,Young County,2368463881,42447713,914.469,16.389,33.158788,-98.678281
TX,48505,01384038,Zapata County,2585876220,154370982,998.412,59.603,26.996981,-99.182603
TX,48507,01384039,Zavala County,3360268173,11209416,1297.407,4.328,28.864652,-99.759830
UT,49001,01448015,Beaver County,6689681812,5298466,2582.901,2.046,38.357535,-113.238948
UT,49003,01455966,Box Elder County,14880984606,2547651528,5745.581,983.654,41.621883,-113.043653
UT,49005,01448017,Cache County,3016675511,21093142,1164.745,8.144,41.734168,-111.744568
UT,49007,01448018,Carbon County,3831067811,15844443,1479.184,6.118,39.673284,-110.588484
UT,49009,01448019,Daggett County,1804970587,61445340,696.903,23.724,40.890099,-109.505785
UT,49011,01448020,Davis County,774432428,870761615,299.010,336.203,41.037559,-112.201943
UT,49013,01448021,Duchesne County,8379502089,38798289,3235.344,14.980,40.289649,-110.429830
UT,49015,01448022,Emery County,11557242845,24843843,4462.277,9.592,39.009025,-110.721100
UT,49017,01448023,Garfield County,13403572554,85610784,5175.149,33.055,37.831664,-111.450908
UT,49019,01448024,Grand County,9512637583,31276421,3672.850,12.076,38.974326,-109.573450
UT,49021,01448025,Iron County,8537474431,11390956,3296.337,4.398,37.909304,-113.306740
UT,49023,01455158,Juab County,8784407437,36542088,3391.679,14.109,39.714120,-112.790471
UT,49025,01448026,Kane County,10333912544,306169207,3989.946,118.213,37.275089,-111.815329
UT,49027,01448027,Millard County,17106839742,600835682,6604.988,231.984,39.094535,-113.525009
UT,49029,01448028,Morgan County,1577739364,4437369,609.169,1.713,41.091027,-111.577885
UT,49031,01448029,Piute County,1964345914,20285697,758.438,7.832,38.335881,-112.129375
UT,49033,01448030,Rich County,2664700942,149106532,1028.847,57.570,41.627598,-111.240227
UT,49035,01448031,Salt Lake County,1921906753,164903357,742.052,63.670,40.667883,-111.924240
UT,49037,01448032,San Juan County,20253728330,293012726,7820.009,113.133,37.602633,-109.791574
UT,49039,01448033,Sanpete County,4117901452,32049371,1589.931,12.374,39.382531,-111.572883
UT,49041,01448034,Sevier County,4948000000,20260738,1910.434,7.823,38.746824,-111.811930
UT,49043,01448035,Summit County,4844781940,26612504,1870.581,10.275,40.872060,-110.968486
UT,49045,01448036,Tooele County,17979587120,891043654,6941.958,344.034,40.467753,-113.123979
UT,49047,01448037,Uintah County,11609281233,56154091,4482.369,21.681,40.125887,-109.517748
UT,49049,01448038,Utah County,5189271203,364277411,2003.589,140.648,40.120425,-111.668508
UT,49051,01448039,Wasatch County,3048434118,79148386,1177.007,30.559,40.334884,-111.161568
UT,49053,01448040,Washington County,6285757441,9061296,2426.945,3.499,37.262531,-113.487800
